pair_id,stratum,snag_a,snag_b,text_a,text_b,nn_similarity,label,labeller
170,chapter,140330,37930,#2 ENGINE HIGHER THAN NORMAL EGT (630) WHILE AT IDLE AFTER ENG START. TEMP OF NUMBER #1 ENG WAS (480) WHICH IS MORE NORMAL. TEMP KBWI 50F. ON TAXI TOWER REPORTED TAIL PIPE FIRE #2 ENG.#2 ENG SHUTDOWN<[01] R&R #2 ENG T49.5 PROBE AND CJ9 HARNESS IAW AMM 77-21-01 AND 73-21-00 AND OP?S CHECK GOOD. REF TSR #2024008293.,"AC 439 #1 ENG ESN 896345 CHRONIC HISTORY EGT INDICATION FAULTS, CURRENT EEC BITE CHECK FAULT 77-20861 FINDING IN LP 8564232. PLEASE ACCOMPLISH (1) REMOVE AND REPLACE CJ9 & CJ10 HARNESSES PE R AMM TASKS 73-21-06-000-803-F00 AND 73-21-06-400-803-F00, AND ( 2) REMOVE AND REPLACE J9 & J10 HARNESSES PER AMM TASKS 73-21-06- 000-802-F00 AND 73-21-06-400-802-F00, AND (3) REMOVE AND REPLACE T495 PROBES (QTY=4) ALL LOCATIONS S1,S2,S3,S4 PER AMM 77-21-01/4 01. DUE TO CHRONIC HISTORY, RECOMMEND TO INSTALL ONLY BRAND-NEW (TSN=0) HARDWARE FOR CJ9, CJ10, J9, J10, AND 4EA T49.5 EGT PROBE S. PLEASE RECORD ANY FINDIGNS & CORRECTIVE ACTIONS IN THIS LOGPAGE.CARRIED BY ELB REMOVED CORE ENGINE HARNESS AND CJ9 AND CJ10 PER AMM TASK 73-21-06-000-803-F00. ALSO REMOVED 3 OCLOCK STRUT HARNES COVER PER AMM TASK 73-21-06-000-802-F00. ALL PARTS REMOVED PLACED ON TABEL NEAR ENGINE. ALL CBS PULLED PER AMM IN FLIGHT DECK REPLACED T522 (S2) THERCOUPLE PROBE REF. AMM 77-21-01. NEEDS OPS CHECKS. PARTS USED: 29-7721-9-9001,QTY :1 1533403,QTY :1 ROTABLE PARTS CHANGE WAS INDICATED - TT # 1533403 SN OFF 2211 IPC REFERENCE # 77-21-01 REPLACED T523 (S3) THERCOUPLE PROBE REF. AMM 77-21-01. NEEDS OPS CHECKS. PARTS USED: 1528376,QTY :1 ROTABLE PARTS CHANGE WAS INDICATED - TT # 1528376 SN OFF 1612 IPC REFERENCE # 77PROBE, THERMOCO OFF 29-7721-9-9001 1801 ON 29-7721-9-9001 1143 PROBE, THERMOCO OFF 29-7721-9-9001 2493 ON 29-7721-9-9001 2456 PROBE, THERMOCO OFF 29-7721-9-9001 8512 ON 29-7721-9-9001 2421",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
171,chapter,70376,80980,"FUME EVENT ON DESCENT FLYING THROUGH CLOUDS , ONLY OBSERVED IN FWD CABIN-PERFORMED TSM 05-50-00 FOR CAUSE OF ODOR , APPLIED REPORTING SHEET TO DECISION TREE AND FOUND THE LEFT PACK AS CAUSE OF ODOR.","SHIP 3258 DISC: MUSTY/""DIRTY SOCK"" ODOR NOTED IN THE FLIGHT DECK WHEN FIRST ARRIVED AT A/C. C/A: OIL CAME OUT APU INLET DOOR. PERFORMED DECONTAMINATE THE ECS PER WORK CARD 2100-2005 STEP 1-6 SS 033611. COMPLETED WORK CARD 2100-2005 CABIN RECIRC FILTERS REPLACED. NO ODORS DETECTED POST BURN OUT W/ PACKS ON. DEFERRING APU FOR OIL LEAK REPAIR- LOG 5578045 MTC PERFORMED AS DIRECTED BY WORK CARD 0550-2002. (LP: 5578044)",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
172,chapter,31290,23708,"FLT#115, JFK-SFO. (ETOPS) 'COND TRIM AIR IND FAULT ( COCKPIT/CABIN TRIM AIR VALVES ); PERFORMED RESET AND OPERATIONAL CHECK OF COND TRIM VALVES. OPS CHECK GOOD A/C OK FOR CONT'D SVC. MX-4 UPDATED. PLACARD REMOVED. PER REF TO AMM 21-63-00.","FLT#236, STI-JFK. 'DURING DESCENT BELOW 10000 BEGAN SMELLS OF MODE AND DIRTY SOCK AFT AND MID CABIN AND AFT DECK ( APU SYSTEM ).' (SUPPLEMENTAL INFORMATION TO FOLLOW)",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
173,chapter,148961,149825,FWD LAV HAS A FOWL ODOR THAT CLEANING COULD NOT FIX. NO DIRECT INDICATION OF CAUSE.<[01] R&R CREW. OPS CHECK AND FLUSH CHECK OF FWD LAV GOOD IAW MM 38-32-00. NO FOWL ODORS DETECTED.,AFT CARGO COMPARTMENT WASTE TANKE ENCLUSURE STRUCTURE ATTACH CLIP P/N 149A8109-114 AT LBL 16 STA 885.95 IS CRACKED (LEEKA ANGLE)<[01] REMOVED B/H ANGLE AND CLIP STA 847-867 APROX. AND CLIP; LOCATED AND DRILLED NEW -114 CLIP; INSTALLED ANGLE AND CLIP IAW SRM 51-40-02; DWG # 149A8102 REV J.;[02] VERIFIED ITEM 1. AUDITED.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
174,chapter,89816,29440,"FLT#188, LAX-BOS. (ETOPS) AC GEN CLASS II ( CLASS II MX MSG - GPCU OR AC GEN ); FOLLWED TSM 24-22-00-810-832A BITE TESTS PASSED NO ACTIVE MSGS MDDR CLEAR MX-4 UPDATED.","FLT#687, BOS-LAX. (ETOPS) AC GEN CLASS 2 MX MSG ( CLASS II MX MSG - GPCU OR AC GEN ); REMOVED AND REPLACED ENG2 IDG PER AMM 24-21-51 OPS CHK GOOD. PLACARD REMOVED.",,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
175,chapter,139510,134271,"DURING THE POSTFLIGHT GENERAL VISUAL INSPECTION, NOTICED SMALL CRACK IN THE APU LOWER AIR INLET DUCT ASSEMBLY'S REAR SIDE CORNER. DAMPING MATERIALS REMOVED FROM THE DUCT ASSEMBLY AND THOROUGH INSPECTION REVEALED BIG CRACK IN THE LEFT SIDE OF THE DUCT ASSEMBLY. IT IS APPEARING THAT THE CRACK HAD BEEN STARTED FROM THE MIDDLE, IN V SHAPE AND THEN GROWN TO BIG BY VIBRATION. SUSPECTING A WEAK POINT IN THE RIVET JOINT COULD BE THE CAUSE OF THE CRACKING. THERE IS A POTENTIAL RISK CRACKING IN THE AIR INTLET DUCT CAN CAUSE APU INTAKE PERFORMANCE AND ALSO THERE IS A RISK THAT DISLODGED MATERIAL FROM THE CRACK CAN INJECTED INTO THE APU. REPLACEMENT OF THE INLET DUCT IS THE ONLY OPTION FOR THIS ISSUE SO APU OPERATION HAS TO BE DEFERRED IAW MEL CAT C WHICH GOING TO CAUSE INCONVENIENCE FOR PILOTS IN STARTING ENGINES. BY WORD OF MOUTH IT IS FOUND THAT FEW OTHER CL-605/650 ALSO AFFECTED WITH SAME ISSUE. DEFECT WILL NOT EASILY VISIBLE TO TECHNICIANS BECAUSE OF THE DUCT POSITION AND DAMPING MATERIAL AND NO IDEA HOW MANY OTHER CL-605 SERIES AIRCRAFT FLYING WITH CRACKED AIRINLET ASSEMBLY. ISSUE HAS BEEN REPORTED TO BOMBARDIER.","AFTER TURNING ON THE APU AND AIR-CONDITIONING, PACS, STRONG OIL/SMOKE ODOR FROM AIR-CONDITIONING. NOTICED IN COCKPIT. PERFORMED A BOROSCOPE INSPECTION. PERFORM OPS CHECK OF A/C SYS WITH APU BLEED & VERIFIED OIL ODOR IN COCKPIT. PERFORMED BOROSCOPE INPECTION OF APU NOSE CONE. APU MUST BE REPLACED DUE TO REPEAT WRITE UP. REMOVED APU AND INSTALLED INSPECTED APU, SERVICED WITH 3QT APU AND STARTER GEN IAW 0MM 12-13-49. ALL LEAKS & OPS CHKD GOOD. NO DEFECTS. WORK COMPLETED IAW AMM 49-10-00. PERFORMED A FINAL OPS CHECK OF APU. & AIRCONDITIONING SYS IAW 49-50-00. CHECKED GOOD. NO OIL, ODOR/SMOKE IN COCKPIT.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
176,chapter,145068,102194,"PERFORMED REPLACEMENT OF PERMANENT REPAIR INSTALLED AT RH WING SKIN TRAILING EDGE AT RIB 10 AREA, AS PER COOPESA´S EO COO-EO-2024-21191-R00 REV 00, SINCE EXISTING REPAIR WAS FOUND WITHOUT MATERIAL TRACEABILITY RECORDS, THE REPAIR WAS FOLLOWED BY THE EMBRAER DISPOSITION ETD2024-190-028502 REV ORIG. THE REPAIR WAS CONSIDERED TEMPORARY BY 12 MONTHS AND DTA IS UNDER DEVELOP, THE PROCESS WAS DOCUMENTED ON COOPESA’S ITEM A1P230 21-63",DURING HEAVY MAINTENANCE: WINGS / LH WING / FIXED WING LEADING EDGE / RIB 22 / CRACK - PERMANENT REPAIR. (CONSIDERED A MAJOR REPAIR),,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
177,chapter,141377,93182,SHIP 5012 - ATB - DUE TO AIR L WING LEAK ECAM MESSAGE. CORRECTIVE ACTION: FOUND LEAK COMING FROM TAPPING SEALS ON LEFT WING ANTI-ICE DUCT. R/R TAPPING SEALS AT LEFT WING ANTI-ICE DUCT. NO LEAKS NOTED. (LP 5662400),"FLT#2220, LHR-JFK. (ETOPS) (AIRCRAFT PERFORMED AN AIR RETURN TO LHR) ""AIR ENG 2 BLEED FAULT; FOUND FAN AIR VALVE ROD BROKEN REMOVED AND REPLACED FAN AIR VALVE REF AMM 36-11-54 ENG RUN OK NO FURTHER FAULTS NOTED A/C OK FOR SERVICE.""",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
178,chapter,53724,50749,VERIFY DOOR L1 IS PROPER CLOSED BEFORE DEP AS PER DDP OF MEL 5271E. C/W DDP PER MEL 5271E AND VERIFIED L1 DOOR IS PROPERLY CLOSED. A/C OK TO CONT.,DETERIORATED UPPER AND LOWER ASSIST HANDLE NUTS ON FWD ENTRY DOOR LINING AT FWD GALLEY AREA 2025-139413<[01] REPLACED UPPER AND LOWER ASSIST HANDLE NUTS ON FWD ENTRY DOOR LINING AT FWD GALLEY AREA IAW B737-800 AMM 52-11-31-400-802 STEP 3.G(2).;[02] REPLACED UPPER AND LOWER ASSIST HANDLE NUTS ON FWD ENTRY DOOR LINING AT FWD GALLEY AREA IAW B737-800 AMM 52-11-31-400-802 STEP 3.G(2).,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
179,chapter,59977,22015,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED AND THE AIRCRAFT RETURNED TO PDX DUE TO RECIEVING ENGINE 1 THRUST REVERSER UNLOCK JUST AFTER TAKEOFF. THE FLIGHT CREW ACCOMPLISHED THE ECAM PROCEDURES WHICH INSTRUCTED THEM TO SHUT DOWN THE ENGINE. THE AIRCRAFT LANDED SAFELY AT PDX AND TAXIED TO THE GATE. MAINTENANCE REPLACED #1 ENG INBD THRUST REVERSER UPPER BLOCKER DOOR LATCH IAW AMM 78-31-19, ALSO REPLACED NR 1 ENG INBD THRUST REVERSER UPPER BLOCKER DOOR ACTUATOR IAW AMM 78-31-41. MAINTENANCE ALSO FOUND THE #1 ENGINE THRUST REVERSER HYD CONTROL UNIT DPI EXTENDED / TRIPPED & REPLACED HYD CONTROL UNIT IAW AMM 78-31-51. A SATISFACTORY LEAK & OPS CHECK WAS ACCOMPLISHED.","#2 ENG O/B T/R SLEEVE AFT OUTER SKIN DENTED PER HAECO LCQ N/R 9292111/20111 GEN BY V061642 REMOVED AND REPLACED #2 ENGINE O/B T/R SLEEVE IAW A320 AMM 78-32 -46-000-010-A/400-010-A BY MECH V077079 INSP BY V892285 ROTABLE PARTS CHANGE WAS INDICATED - TT # 1793036 SN OFF 4245 IPC REFERENCE # 7835-01021 SLEEVE, RH TRAN OFF 31-7835-9-0005 4245 ON 31-7835-9-0005 5182",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
180,chapter,146495,106689,6171 - SHORTLY AFTER TAKEOFF HYD 3 LOW PRESSURE CAUTION MESSAGE. C/W QRH MESSAGE CLEARED. AIRCRAFT REMOVED FROM SERVICE. PER OPS CK SYS 3A AND 3B PER AMM 29-12-03 OPS CK GOOD AT THIS TIME,"HYD 1 LO PRESS CAUTION MESSAGE IN EICAS DURING, ALONG WITH ASSOIATED FLUID LOSS",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
181,chapter,28931,119316,"FLT ATTNDT REPORT AFT GALLEY-SOAKED UNKNOWN SOURCE UPDATED MAA CODE FIX USING VENDOR MAA SCREEN PLEASE CONTACT TOMC BEFORE COMMENCING ANY WORK. MAC METER INITIATED FOR WITH VENDOR ID MAC RELATED WORK ORDER 000000003127511. INSPECTED AFT LAV TOILETS, SINKS AND DRAINS WITH NO EVIDENCE OF LEAKS. INSPECTED AFT GALLEY COFFEE MAKERS, DRAINS AND GALLEY CARTS WITH NO EVIDENCE OF LEAKS OR ICE CARTS LEAKING. NO ABNORMAL SMELLS ASSOCIATED WITH DOOR SILL DRAINS BEING CLOGGED AND WATER COMING OUT OF DRAIN MAST, NO DEFECTS NOTED OK TO CONTINUE. INSPECTED AFT LAV TOILETS, SINKS AND DRAINS WITH NO EVIDENCE OF LEAKS. INSPECTED AFT GALLEY COFFEE MAKERS, DRAINS AND GALLEY CARTS WITH NO EVIDENCE OF LEAKS OR ICE CARTS LEAKING. NO ABNORMAL SMELLS ASSOCIATED WITH DOOR SILL DRAINS BEING CLOGGED AND WATER COMING OUT OF DRAIN MAST, NO DEFECTS NOTED OK TO CONTINUE.",CRACK REAR SPAR ANGLE LOCATED ON IRSS 148 AT MAIN LANDING GEAR AREA AT LT WING 2025-335508 <[01]. REPLACED REAR SPAR ANGLE LOCATED ON IRSS 148 AT MAIN LANDING GEAR AREA AT LT WING IAW B727-700 SRM 51-40-02; SRM 51-10-02 ITEM 9 AND DWG 115A2000 SHEET 21 REV -. MATERIAL USED: ALODINE P/N: 594418 PO: 2025-103212/001; PRIMER P/N: 10P4-2+EC-117S PO: 2025-148089/001. TOOL USED DIGITAL CALIPER P/N: 500-196-30 S/N: A23352980 DUE DATE: 17 - FEB - 26.; [02] REPLACED REAR SPAR ANGLE LOCATED ON IRSS 148 AT MAIN LANDING GEAR AREA AT LT WING IAW B727-700 SRM 51-40-02; SRM 51-10-02 ITEM 9 AND DWG 115A2000 SHEET 21 REV -. MATERIAL USED: ALODINE P/N: 594418 PO: 2025-103212/001; PRIMER P/N: 10P4-2+EC-117S PO: 2025-148089/001. TOOL USED DIGITAL CALIPER P/N: 500-196-30 S/N: A23352980 DUE DATE: 17 - FEB - 26.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
182,chapter,97808,2321,FREE PLAY ON SELF-ALIGN SELF-LUB BEARING PLAIN ON RUDDER HINGE ASSY NO. 4 AT VERTICAL STABILIZER. RUDDER HINGE ASSY NO. 4 AT VERTICAL STABILIZER WAS REPLACED PER CRJ-900 SRM 51-42-21-001-001-A01.,"FOUND VERTICAL STAB SKIN CHAFED UNDER FORWARD SIDE OF PANEL 326DL TRANS: 27680274 (C-CHECK RO 1/30/2024) REMOVED CHAFE ON VERTICAL STAB SKIN UNDER FORWARD SIDE OF PANEL 326DL, REF. CRJ-700 SRM 51-12-00-001-001-A01. COMPLIED WITH REO 670-55-32-342 REV-- DATED 2024-01-16 STEPS 1-6 ,OPS TEST OF THE HORIZONTAL STABILIZER TRIM-SYSTEM GOOD . REF CRJ 700 AMM: 27-40-00-710-801-A02. NO DEFECTS NOTED. TUC7830 CAL DUE-31-AUG-24. COMPLIED WITH TASK CARD 51-900-1002-SKY.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
183,chapter,118610,120346,CORROSION ON FUEL DUCTS BWT LBL 53 AND RBL 53 AND FS 797.00 AT LEFT & RIGHT MLG WHEEL WELLS. CORROSION ON FUEL DUCTS BWT LBL 53 AND RBL 53 AND FS 797.00 AT LEFT & RIGHT MLG WHEEL WELLS WAS REPAIRED PER REO 690-28-12-031 REV -.,"LEFT WING FUEL LEAKING AFTER TAKING OFF. IT STOPPED AFTER LOSING ABOUT 1,500LBS. (FLIGHT 4055) INSPECTED LEFT WING FOR FUEL LEAK AND INITIALLY FOUND FUEL ON THE UNDERSIDE OF THE WING AROUND THE MAIN TANK RELIEF VALVE. DURING OPS CHECK OF THE VALVE FOUND VALVE HAD STUCK OPEN AND VALVE IMMEDIATELY CLOSED WHEN TOUCHED. PERFORMED OPS CHECK OF VALVE IN REFERENCE TO AMM 28-12-06 AND VALVE OPERATES NORMALLY. AFTER A/C WAS FUELED, CHECK OPERATION OF LH MAIN TANK RELIEF VALVE AGAIN WITH NO DEFECTS NOTED. CLEANED UNDERSIDE OF LEFT WING OF RESIDUAL FUEL AND INSPECTED FOR LEAKAGE IAW AMM 28-11-00, NO LEAKS NOTED. PERFORMED DETAILED INSPECTION OF THE LH WING FUEL TANK FUEL FILLER CAP IAW AMM 28-11-16, NO LEAKS OR DEFECTS NOTED. PERFORMED TROUBLESHOOTING OF FUEL LEAKING FROM LH MAIN TANK RELIEF VALVE IAW FIM 28-12-00, NO DEFECTS NOTED, NO FAULTS FOUND ON THE REFUEL/DEFUEL PANEL, NO RELATED FAULTS FOUND IN THE MDC AND FUEL SYSTEM SELF TEST PASSES.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
184,chapter,51755,126772,"AUTOTHROTTLE FAILED PASSING 10,000 FT ON CLIMB. ""AT FAIL"" EICAS MESSAGE AND ALARM. RE-ENGAGED AT AFTER 30 SECONDS. AT FAIL AGAIN AND WOULD NOT RE-ENGAGE (AUTOTHROTTLE CHANNELS – BOTH INOPERATIVE). REMOVED FROM SERVICE. INTERROGATED CMC FOUND FC'S 22310013TA1(2). PER E175 FIM 22-31-00-810-811-A00 REMOVED AND REPLACED THRUST CONTROL QUADRANT IAW E175 AMM 76-11-01-000/400-801-A OPS TESTS GOOD. RETURNED TO SERVICE.","""OVRD"" ANNOUNCED ON FMA ON CLIMB OUT (BEFORE ACCELERATION HEIGHT) WITH NO PILOT INPUT AND NO MOVEMENT OF THROTTLES. (AUTOTHROTTLE CHANNELS – BOTH INOPERATIVE). REMOVED FROM SERVICE. NO AUTO THROTTLE RELATED FAULTS NOTED IN CMC MAINT MSGS OR AHEAD PRO. NO AUTO THROTTLE FAULTS ACTIVE ON ARRIVAL. PERFORMED OPERATIONAL TEST OF AUTO THROTTLE/THRUST CONTROL QUADRANT (TCQ) INTERFACE. IAW E175 AMM 22-31-00-710-801-A. OPERATIONAL TEST GOOD. NO FAULT NOTED. DUE TO RECENT AND AS A PRECAUTIONARY MEASURE, REMOVED THRUST CONTROL QUADRANT REF E175 AMM TASK 76-11-01-000-801-A AND PLACED ON S.O.S. INSTALLED SERVICEABLE THRUST CONTROL QUADRANT REF E175 AMM TASK 76-11-01-400-801-A FUNCTIONAL TEST CHECK GOOD REF. E175 78-30-01-720-801-A. PERFORMED TAKEOFF/GO-AROUND (TOGA) SWITCH OPERATIONAL TEST AND AUTO THROTTLE/THRUST CONTROL QUADRANT (TCQ) INTERFACE OPERATIONAL TEST. IAW E175 AMM 22-11-00-710-801-A AND AMM 22-31-00-710-801-A. OPERATIONAL TESTS GOOD, NO FAULTS NOTED. RETURNED TO SERVICE.",,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
185,chapter,27975,30938,"ON CLIMBOUT @ LGA BRAKE OVERHEAT WARNING POSTED @ APPROX 600 AGL. COMPLIED WITH EMER NON NORMAL CHECK LISTS. DEFERRED IAW MEL 32-46-1D. MX PROCEDURES COMPLIED WITH. MOC NOTIFIED 102658. MMO2 UPDATED AND PLACARD INSTALLED. R&R RHIB THERMOCOUPLE SNSOR IAW CRJ900 AMM 32-46-01. OPS TEST OK. DDL UPDATED. PLACARD REMOVED, MOC NOTIFIED #103486. MAINTENANCE PROCEDURES RESTORED. THIS CLEARS CNTL #4006277-1.",CAUTION STEERING INOP DURING CLIMB AT FL 100. REPLACED NLG STEERING MANIFOLD IAW CRJ AMM 32-51-50.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
186,chapter,31994,128661,BULGE ON NO.1 ENG LH THRUST REVERSER UPPER BIFURCATION PANEL AT NAC STA 256. INSTALLED FILLER AND DOUBLER IAW SRM 54-30-02,GROUND CREW REPORTED A TAILPIPE FIRE ON THE NR 1 ENGINE AFTER SHUTDOWN. NO INDICATIONS IN THE FLIGHT DECK OR CABIN. PERFORMED TAILPIPE FIRE INSPECTION IAW EA M-23-172-03308-ETOPS.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
187,chapter,102196,102268,DURING HEAVY MAINTENANCE: ENGINE - IAE V2533-A5 - ESN V18656 - PROJECT SHOP VISIT - HPT HUB INSPECTION PER SB 72-0713 - REPAIR WORKSCOPE. (CONSIDERED A MAJOR REPAIR),DURING HEAVY MAINTENANCE: ENGINE - V2533A5 - ESN V18338- PERFORMANCE RESTORATION - REPAIR WORKSCOPE. (CONSIDERED A MAJOR REPAIR),,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
188,chapter,106878,148313,"FLT#1856, LAX-PVR. (AIRCRAFT PERFORMED AN AIR TURN BACK) 'LOST RADIO/TRANSMISSION CAPABILITY WITH STUCK PTT FAILURE AFTER T/O ( SIDE STICK RADIO SELECTOR (PTT) ); REMOVED AND REPLACED CAPT SIDE PTT IAW AMM 27-92-41, MX-4 UPDATED, PLACARD REMOVED.'",SHIP 3221 - DIV - TO PIT DUE BURNING ELECTRIC SMELL IN THE COCKPIT. NO VISIBLE SMOKE REPORTED. CORRECTIVE ACTION: FOUND MMR 2 TO BE THE SOURCE. REPLACED MMR 2 AND COMPLIED WITH NO-GO ODI PROCEDURES. (LP: 5981290),,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
189,chapter,79747,35409,"L/H LOWER TRANSCOWL INBD SLIDER CHAFED AT FWD END. (C-CHECK RO 11-6/2024) COMPLIED WITH CRJ 700 REO# 670-54-21-1659, REV --, DATED 9/11/24. COMPLIED WITH MANUAL EXTENSION/RETRACTION OF THE LH ENGINE THRUST REVERSER REF CRJ 700 AMM TASK 78-30-00-980-801-A01 AND CRJ 700 AMM TASK 78-30-00-980-802-A01. OPS CHECK IS GOOD, NO DAMAGES NOTED AT THIS TIME. COMPIED WITH TASK CARD 51-900-1002 SKY","R/H LWR TRANSCOWL OTBD ""A"" BRACKET STANDOFF IS CRACKED (C-CHECK RO 07/18/2025)REMOVED AND REPLACED O/B STAND-OFF ANGLE P/N CN624-2082-201 ON R/H LOWER TRANSCOWL, REF. REO 670-54-21-971, REV. B, 2023-11-28. COMPLIED WITH MAJOR REPAIR M-337 AND SKY CARD 51-900-1002-SKY. CAMP 29587073.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
190,chapter,142729,123314,"PILOTS REPORT SQUEAK COMING FROM CAPTAINS YOKE. NOISE IS NOTICED WHEN YOKE IS STEERED TO THE RIGHT. REMOVED FROM SERVICE. INTERROGATED CMC NO FAULT CODES NOTED. MANIPULATED CPTS & FO YOKE CONFIRMED VERY QUIET SQUEAK FROM CAPTAINS YOKE. NO BINDING OR HARD CONTROLS NOTED. PERFORMED CLEANING TASK ON CONTROL COLUMN POSITION SENSORS PER AMM 12-22-02-100-801-A. PERFORMED MANIPULATION OF YOKE FOUND NO BINDING OR HARD CONTROLS. NO FURTHER T/S NESSARY PER MCN E270006, ISSUE, NR 01. SQUEAKING NOISE SEEMS TO HAVE BECOME QUIETER AFTER TASK. NFDN. A/C OKAY FOR SERVICE. COMPLETED FREEDOM OF MOVEMENT CHECK, ENSURED FULL TRAVEL & VERIFIED PROPER DIRECTION OF MOVEMENT, NO DEFECTS NOTED PER GPM 9.2. RETURNED TO SERVICE.",SLAT FAILURE WITH SHAKER ANTICIPATED SLATS FAILED WHEN SELECTING FLAPS 1 STUCK ON SLAT 0 EMERGENCY DECLARED. REMOVED AND REPLACED LEFT OUTBOARD SKEW SENSOR OPTS CHECK GOOD IAW AMM 27-83-01.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
191,chapter,74148,74150,419NR HAS BARE METAL SPOT ON BACK OF PANEL. REPAIRED,429ABR HAS MULTIPLE SPOTS OF CORROSION ON PANEL LANDING. REPAIRED.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
192,chapter,31994,128661,BULGE ON NO.1 ENG LH THRUST REVERSER UPPER BIFURCATION PANEL AT NAC STA 256. INSTALLED FILLER AND DOUBLER IAW SRM 54-30-02,GROUND CREW REPORTED A TAILPIPE FIRE ON THE NR 1 ENGINE AFTER SHUTDOWN. NO INDICATIONS IN THE FLIGHT DECK OR CABIN. PERFORMED TAILPIPE FIRE INSPECTION IAW EA M-23-172-03308-ETOPS.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
193,chapter,145423,48493,"WHILE PERFORMING SERVICE BULLETIN 670BA-53-044 REVISION G, DATED JUL05/2022 FOUND FITTINGS AT STR12A LH AND RH SIDES PN CC670-33563-001SB AND CC670-33562-001SB CANNOT BE INSTALLED AS DESCRIBED IN SERVICE BULLETIN DUE TO AIRCRAFT EXISTING FASTENER PITCH COMPLIED WITH MHIRJ REO 690-53-11-1896 REV-- DATED 2024-12--08",FRAME BS 319 BETWEEN STGR 18L - STGR 21L REQUIRES REMOVAL TO FOM. REMOVED AND REINSTALLED FS319 STUB FRAME 18L-21L IAW SRM 51-42-06-001-001-A01 AND 51-42-21-001-001-A01AND 51-25-16-001-001-A01 REV 38.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
194,chapter,92913,28990,LEFT STAB TIP CAP RIB IS CRACKED. REPLACED,"LH HORIZ STAB RIB 11 CRACKED ON UPPER FLANGE IN TWO PLACES, AFT OF FRONT SPAR",,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
